0;2023.04.24 11:30;4;23,125;23,25;23,375;371;202;0;0,0
1;2023.04.24 11:45;4;22,875;23,125;23;370;202;0;0,0
2;2023.04.24 12:00;4;22,75;23;22,875;368;202;0;0,0
3;2023.04.24 12:15;4;22,875;23;22,875;370;202;0;0,0
4;2023.04.24 12:30;4;22,6875;22,9375;22,75;369;202;0;0,0
5;2023.04.24 12:45;4;22,5;22,75;22,625;369;202;0;0,0
6;2023.04.24 13:00;4;22,5;22,6875;22,625;369;202;0;0,0
7;2023.04.24 13:15;4;22,375;22,6875;22,5;368;202;0;0,0
8;2023.04.24 13:30;4;22,25;22,5;22,375;368;202;0;0,0
9;2023.04.24 13:45;4;22,5;22,625;22,625;368;202;0;0,0
10;2023.04.24 14:00;4;22,25;22,5;22,375;368;202;0;0,0
11;2023.04.24 14:15;4;22;22,375;22,1875;367;202;0;0,0
12;2023.04.24 14:30;4;21,875;22,25;22,125;367;202;0;0,0
13;2023.04.24 14:45;4;21,75;22,1875;22;366;202;0;0,0
14;2023.04.24 15:00;4;21,625;22;21,875;365;202;0;0,0
15;2023.04.24 15:15;4;21,75;22,125;22;365;202;0;0,0
16;2023.04.24 15:30;4;21,75;22,125;22;365;202;0;0,0
17;2023.04.24 15:45;4;21,75;22,125;22;365;202;0;0,0
18;2023.04.24 16:00;4;21,625;22,0625;21,9375;365;202;0;0,0
19;2023.04.24 16:15;4;21,625;22;21,875;365;202;0;0,0
20;2023.04.24 16:30;4;21,625;22;21,875;365;202;0;0,0
21;2023.04.24 16:45;4;21,625;22;21,875;365;202;0;0,0
22;2023.04.24 17:00;4;21,625;22;21,875;365;202;0;0,0
23;2023.04.24 17:15;4;21,5625;21,9375;21,8125;365;202;0;0,0
24;2023.04.24 17:30;4;21,5;21,9375;21,8125;365;202;0;0,0
25;2023.04.24 17:45;4;21,5;21,875;21,75;365;202;0;0,0
26;2023.04.24 18:00;4;21,5;21,875;21,75;365;202;0;0,0
27;2023.04.24 18:15;4;21,5;21,875;21,75;364;202;0;0,0
28;2023.04.24 18:30;4;21,5;21,875;21,75;364;202;0;0,0
29;2023.04.24 18:45;4;21,5;21,875;21,75;364;202;0;0,0
30;2023.04.24 19:00;4;21,5;21,875;21,75;364;202;0;0,0
31;2023.04.24 19:15;4;21,5;21,875;21,75;364;202;0;0,0
32;2023.04.24 19:30;4;21,4375;21,875;21,75;364;202;0;0,0
33;2023.04.24 19:45;4;21,4375;21,875;21,75;364;202;0;0,0
34;2023.04.24 20:00;4;21,4375;21,8125;21,6875;364;202;0;0,0
35;2023.04.24 20:15;4;21,4375;21,8125;21,75;364;202;0;0,0
36;2023.04.24 20:30;4;21,375;21,8125;21,6875;364;202;0;0,0
37;2023.04.24 20:45;4;21,375;21,75;21,6875;364;202;0;0,0
38;2023.04.24 21:00;4;21,375;21,75;21,625;364;202;0;0,0
39;2023.04.24 21:15;4;21,375;21,75;21,6875;364;202;0;0,0
40;2023.04.24 21:30;4;21,375;21,75;21,6875;364;202;0;0,0
41;2023.04.24 21:45;4;21,375;21,75;21,625;364;202;0;0,0
42;2023.04.24 22:00;4;21,375;21,75;21,625;364;202;0;0,0
43;2023.04.24 22:15;4;21,375;21,75;21,625;364;202;0;0,0
44;2023.04.24 22:30;4;21,375;21,75;21,625;364;202;0;0,0
45;2023.04.24 22:45;4;21,375;21,75;21,625;364;202;0;0,0
46;2023.04.24 23:00;4;21,3125;21,75;21,625;364;202;0;0,0
47;2023.04.24 23:15;4;21,3125;21,75;21,625;364;202;0;0,0
48;2023.04.24 23:30;4;21,3125;21,75;21,625;364;202;0;0,0
49;2023.04.24 23:45;4;21,3125;21,75;21,625;364;202;0;0,0
50;2023.04.25 00:00;4;21,3125;21,6875;21,625;364;202;0;0,0
51;2023.04.25 00:15;4;21,25;21,6875;21,5625;364;202;0;0,0
52;2023.04.25 00:30;4;21,25;21,6875;21,625;364;202;0;0,0
53;2023.04.25 00:45;4;21,25;21,6875;21,625;364;202;0;0,0
54;2023.04.25 01:00;4;21,25;21,6875;21,625;364;202;0;0,0
55;2023.04.25 01:15;4;21,25;21,6875;21,5625;364;202;0;0,0
56;2023.04.25 01:30;4;21,25;21,625;21,5625;364;202;0;0,0
57;2023.04.25 01:45;4;21,25;21,625;21,625;364;202;0;0,0
58;2023.04.25 02:00;4;21,25;21,625;21,625;364;202;0;0,0
59;2023.04.25 02:15;4;21,25;21,625;21,5625;364;202;0;0,0
60;2023.04.25 02:30;4;21,25;21,625;21,5;364;202;0;0,0
61;2023.04.25 02:45;4;21,25;21,625;21,5625;364;202;0;0,0
62;2023.04.25 03:00;4;21,25;21,625;21,5625;364;202;0;0,0
63;2023.04.25 03:15;4;21,25;21,625;21,5;363;202;0;0,0
64;2023.04.25 03:30;4;21,25;21,625;21,5;363;202;0;0,0
65;2023.04.25 03:45;4;21,25;21,625;21,5;363;202;0;0,0
66;2023.04.25 04:00;4;21,25;21,625;21,5;363;202;0;0,0
67;2023.04.25 04:15;4;21,25;21,625;21,5;363;202;0;0,0
68;2023.04.25 04:30;4;21,1875;21,625;21,5;363;202;0;0,0
69;2023.04.25 04:45;4;21,1875;21,625;21,5;363;202;0;0,0
70;2023.04.25 05:00;4;21,1875;21,625;21,5;363;202;0;0,0
71;2023.04.25 05:15;4;21,125;21,5625;21,4375;363;202;0;0,0
72;2023.04.25 05:30;4;21;21,5;21,375;363;202;0;0,0
73;2023.04.25 05:45;4;21;21,5;21,375;363;202;0;0,0
74;2023.04.25 06:00;4;21,0625;21,5;21,4375;363;202;0;0,0
75;2023.04.25 06:15;4;21,125;21,5;21,5;363;202;0;0,0
76;2023.04.25 06:30;4;21,25;21,625;21,5625;363;202;0;0,0
77;2023.04.25 06:45;4;21,125;21,625;21,5;363;202;0;0,0
78;2023.04.25 07:00;4;21,0625;21,5;21,4375;363;202;0;0,0
79;2023.04.25 07:15;4;21,0625;21,5;21,4375;363;202;0;0,0
80;2023.04.25 07:30;4;21;21,5;21,375;362;202;0;0,0
