0;2023.04.24 11:30;4;22,5625;22,8125;23,25;389;202;0;0,0
1;2023.04.24 11:45;4;22,5;22,75;23;389;202;0;0,0
2;2023.04.24 12:00;4;22,375;22,75;22,875;388;202;0;0,0
3;2023.04.24 12:15;4;22,3125;22,625;22,875;388;202;0;0,0
4;2023.04.24 12:30;4;22,25;22,5625;22,8125;387;202;0;0,0
5;2023.04.24 12:45;4;22,125;22,4375;22,75;387;202;0;0,0
6;2023.04.24 13:00;4;22,125;22,375;22,6875;386;202;0;0,0
7;2023.04.24 13:15;4;22,125;22,375;22,5625;387;202;0;0,0
8;2023.04.24 13:30;4;22;22,3125;22,5;386;202;0;0,0
9;2023.04.24 13:45;4;22,125;22,3125;22,625;387;202;0;0,0
10;2023.04.24 14:00;4;22,125;22,25;22,5;386;202;0;0,0
11;2023.04.24 14:15;4;21,9375;22,25;22,375;386;202;0;0,0
12;2023.04.24 14:30;4;21,875;22,125;22,25;386;202;0;0,0
13;2023.04.24 14:45;4;21,75;22;22,1875;385;202;0;0,0
14;2023.04.24 15:00;4;21,4375;21,875;22,125;384;202;0;0,0
15;2023.04.24 15:15;4;21,5625;21,875;22,0625;384;202;0;0,0
16;2023.04.24 15:30;4;21,625;21,875;22,0625;385;202;0;0,0
17;2023.04.24 15:45;4;21,625;21,875;22;385;202;0;0,0
18;2023.04.24 16:00;4;21,625;21,875;22;385;202;0;0,0
19;2023.04.24 16:15;4;21,625;21,875;22;384;202;0;0,0
20;2023.04.24 16:30;4;21,625;21,875;22;384;202;0;0,0
21;2023.04.24 16:45;4;21,625;21,875;22;384;202;0;0,0
22;2023.04.24 17:00;4;21,625;21,875;21,9375;384;202;0;0,0
23;2023.04.24 17:15;4;21,625;21,8125;21,9375;384;202;0;0,0
24;2023.04.24 17:30;4;21,625;21,8125;21,875;384;202;0;0,0
25;2023.04.24 17:45;4;21,625;21,75;21,875;384;202;0;0,0
26;2023.04.24 18:00;4;21,625;21,75;21,875;384;202;0;0,0
27;2023.04.24 18:15;4;21,625;21,75;21,875;384;202;0;0,0
28;2023.04.24 18:30;4;21,625;21,75;21,875;384;202;0;0,0
29;2023.04.24 18:45;4;21,5625;21,75;21,875;384;202;0;0,0
30;2023.04.24 19:00;4;21,5625;21,75;21,875;384;202;0;0,0
31;2023.04.24 19:15;4;21,5625;21,75;21,8125;384;202;0;0,0
32;2023.04.24 19:30;4;21,5;21,75;21,8125;384;202;0;0,0
33;2023.04.24 19:45;4;21,5;21,6875;21,75;384;202;0;0,0
34;2023.04.24 20:00;4;21,5;21,6875;21,75;384;202;0;0,0
35;2023.04.24 20:15;4;21,5;21,6875;21,75;384;202;0;0,0
36;2023.04.24 20:30;4;21,5;21,6875;21,75;384;202;0;0,0
37;2023.04.24 20:45;4;21,5;21,625;21,75;384;202;0;0,0
38;2023.04.24 21:00;4;21,5;21,625;21,75;384;202;0;0,0
39;2023.04.24 21:15;4;21,5;21,625;21,75;384;202;0;0,0
40;2023.04.24 21:30;4;21,5;21,625;21,75;383;202;0;0,0
41;2023.04.24 21:45;4;21,5;21,625;21,75;383;202;0;0,0
42;2023.04.24 22:00;4;21,4375;21,625;21,75;383;202;0;0,0
43;2023.04.24 22:15;4;21,4375;21,625;21,6875;383;202;0;0,0
44;2023.04.24 22:30;4;21,4375;21,625;21,75;383;202;0;0,0
45;2023.04.24 22:45;4;21,4375;21,625;21,6875;383;202;0;0,0
46;2023.04.24 23:00;4;21,375;21,625;21,6875;383;202;0;0,0
47;2023.04.24 23:15;4;21,375;21,625;21,625;383;202;0;0,0
48;2023.04.24 23:30;4;21,375;21,5625;21,625;383;202;0;0,0
49;2023.04.24 23:45;4;21,375;21,5625;21,6875;383;202;0;0,0
50;2023.04.25 00:00;4;21,375;21,5625;21,625;383;202;0;0,0
51;2023.04.25 00:15;4;21,375;21,5625;21,625;383;202;0;0,0
52;2023.04.25 00:30;4;21,375;21,5;21,625;383;202;0;0,0
53;2023.04.25 00:45;4;21,375;21,5;21,625;383;202;0;0,0
54;2023.04.25 01:00;4;21,375;21,5;21,625;383;202;0;0,0
55;2023.04.25 01:15;4;21,375;21,5;21,625;383;202;0;0,0
56;2023.04.25 01:30;4;21,3125;21,5;21,625;383;202;0;0,0
